ip_risk,device_unknown,time_dev,failed_attempts,malicious,velocity
36.926,false,85,1,true,31.054
81.479,true,4,1,true,84.661
21.226,false,11,3,false,4.622
41.531,false,54,2,true,44.681
63.629,false,53,2,false,97.563
31.865,true,99,1,true,90.917
29.398,true,87,1,true,72.314
56.057,false,37,3,false,34.47
27.683,false,64,1,false,98.145
10.922,true,95,1,true,32.325
16.709,true,44,3,true,42.292
53.858,false,68,2,true,76.062
83.227,false,99,2,true,51.572
33.001,true,13,2,false,51.825
82.371,false,59,3,false,84.149
72.067,false,84,2,false,66.559
66.1,false,61,1,false,14.22
51.408,false,7,1,false,71.327
9.218,false,82,2,true,17.117
9.145,false,96,2,false,99.548
10.72,false,12,3,false,48.389
46.82,false,68,2,true,21.676
90.112,false,2,2,true,68.143
52.92,true,52,3,false,13.113
32.653,true,73,2,false,99.964
60.464,false,33,3,true,88.612
55.38,false,23,2,false,22.724
71.066,true,16,3,false,99.555
13.714,false,1,2,false,78.694
60.478,true,50,3,false,76.536
19.14,false,47,1,false,58.141
77.51,true,62,3,true,1.577
86.487,true,79,3,true,53.849
50.239,false,67,3,true,80.767
33.406,false,75,2,true,69.876
98.564,false,56,2,false,69.956
64.294,true,77,1,true,51.584
37.876,true,90,3,false,69.099
59.529,true,15,1,false,61.166
92.122,true,32,3,false,22.24
85.806,true,72,3,true,14.129
91.619,true,25,2,false,10.686
14.422,false,12,3,true,55.594
80.622,false,88,3,true,83.19
20.66,false,49,1,true,16.542
14.904,false,68,2,false,95.143
60.826,true,23,1,false,25.946
2.616,false,62,3,true,42.299
98.962,false,20,2,false,94.77
52.114,true,89,1,true,13.161
90.629,true,51,1,false,19.959
8.344,true,9,3,true,1.525
81.713,true,58,3,true,97.463
42.086,true,37,3,true,33.766
90.161,false,24,1,false,99.512
36.199,true,38,1,true,64.92
97.21,false,43,1,true,80.029
88.097,true,5,1,true,68.353
86.742,false,22,2,true,54.075
53.859,false,5,2,false,41.804
93.273,true,57,3,true,99.989
2.279,false,78,3,false,39.291
18.502,false,33,2,true,90.58
77.463,false,63,2,true,59.29
20.204,false,59,1,false,65.063
49.751,true,53,2,true,31.067
60.603,false,88,3,true,74.954
64.104,true,26,2,true,32.398
28.89,false,82,3,true,60.738
26.345,false,20,1,false,19.648
2.385,false,54,1,false,55.337
12.568,true,16,2,false,23.978
45.681,false,11,2,true,78.798
92.939,true,52,3,true,44.815
60.944,false,50,2,false,99.037
53.804,true,10,1,true,62.613
93.746,false,15,3,false,10.628
27.208,true,61,1,false,92.019
48.046,true,76,1,true,82.891
62.198,false,71,3,true,6.932
37.072,false,58,3,true,85.335
83.378,false,93,3,false,82.621
25.875,true,36,1,true,46.658
84.88,true,74,2,true,20.498
58.05,false,7,2,false,73.659
8.232,true,7,2,false,40.405
9.512,true,3,1,true,80.512
6.273,false,86,2,true,73.407
6.441,true,85,3,false,3.083
45.143,false,41,3,false,6.124
40.87,false,22,1,false,57.745
78.79,true,21,2,false,32.188
54.223,false,45,2,false,81.764
94.745,true,7,1,false,47.578
67.567,false,48,1,true,81.803
36.433,true,39,1,false,40.088
59.385,true,5,1,true,43.611
72.523,true,35,3,false,68.823
59.999,false,86,3,false,39.926
17.056,true,30,3,true,9.99
54.62,true,86,3,true,37.876
2.108,true,97,1,false,97.415
44.631,false,3,1,false,91.911
66.135,false,74,2,true,27.841
89.159,true,95,3,false,84.389
45.535,true,5,1,false,49.464
74.624,true,82,3,false,78.981
39.929,false,87,1,true,86.44
14.415,false,93,1,true,7.664
81.864,false,61,3,false,69.989
50.518,true,35,1,false,18.273
98.809,true,3,1,true,19.334
70.466,false,92,2,true,2.214
68.522,true,33,1,true,21.2
26.964,true,16,2,true,97.189
21.363,false,13,2,true,10.234
96.673,true,72,3,true,37.663
51.742,true,14,1,true,19.306
67.723,false,12,1,false,96.53
93.558,false,46,3,false,45.708
10.109,false,76,2,true,19.628
65.714,false,7,1,true,74.201
88.562,false,25,3,true,56.9
98.848,false,92,3,true,54.791
78.445,true,94,3,true,43.982
72.266,false,82,2,false,28.846
59.383,false,61,1,true,93.052
95.107,false,1,3,true,29.368
36.531,true,54,3,false,12.425
